,Score,AnswerCount,ViewCount,FavoriteCount,CommentCount,Ans_Score,Auth_reputation,Editor_reputation,Words_in_Title,Words_in_Title_Description,Accepted_Ans,Tags_Count,title_tag_ratio,Creation_Days,Last_Edit_Days,Last_Activity_Days,Closed_Days,Category
18265,2,1,400,0,1,1,1368,1368,9,387,2,3,22.22,3267,3267,3267,1260,1
18266,2,1,39,0,6,2,179,382,6,103,2,1,20.83,4019,4019,4019,508,1
18267,4,3,164,1,4,3,49,188243,13,147,6,3,22.43,3412,3413,3414,1115,0
18268,2,1,57,0,2,2,21,21,10,72,2,5,41.82,4413,4413,4413,114,1
18269,1,1,912,0,3,2,448,448,7,558,2,3,28.24,4313,4313,4313,214,1
18270,1,1,259,0,6,0,13,3252,9,261,2,1,21.05,2998,3000,3000,1529,1
18271,1,6,2012,1,2,7,2627,73505,8,91,12,3,49.23,1157,1587,1587,3370,0
18272,1,1,432,0,2,0,13,170061,10,1813,2,5,18.75,3622,4038,4038,905,0
18273,43,11,26998,2,4,18,21275,37245,7,42,22,4,45.00,1545,3716,4403,2982,0
18274,148,12,97258,30,2,134,27810,8298,4,92,24,2,48.78,3135,3925,4460,1392,0
18275,5,3,5785,3,5,4,610,610,7,181,6,5,29.27,3476,3734,3734,1051,1
18276,2,1,142,1,2,2,6127,19937,11,160,2,3,31.46,1923,1923,1924,2604,0
18277,14,1,782,1,4,3,20288,20288,3,138,2,3,56.60,625,694,696,3902,0
18278,3,3,1704,0,2,2,6318,13598,6,54,6,1,31.82,3214,3214,3214,1313,1
18279,2,2,134,0,6,1,43,28346,18,32,4,2,34.48,3738,3738,3738,789,0
18280,1,1,42,0,2,2,873,873,5,131,2,2,22.22,2619,2619,2619,1908,1
18281,2,1,631,0,4,1,197,197,4,144,2,3,54.24,2046,2046,2046,2481,1
18282,2,2,697,1,2,5,747,747,18,138,4,2,11.97,3494,3494,3494,1033,1
18283,2,1,4059,2,2,4,33,11286,16,40,2,2,22.43,2824,4232,4232,1703,1
18284,2,1,67,0,3,1,31,31,15,388,2,3,25.49,4138,4138,4138,389,1
18285,12,4,10094,8,2,14,5123,92701,5,234,8,5,25.32,690,3048,3048,3837,0
18286,5,5,2052,3,1,1,305,253682,7,59,10,2,39.47,1557,1557,1559,2970,0
18287,3,3,62,0,2,2,409,21123,8,236,6,3,33.33,4487,4487,4487,40,0
18288,2,2,644,0,2,1,2713,2713,6,663,4,5,44.44,276,276,276,4251,1
18289,2,1,1398,0,2,2,23,103894,13,138,2,5,31.91,3765,3765,4341,762,0
18290,1,1,43,0,4,0,13,40999,8,120,2,2,36.92,4366,4366,4366,161,0
18291,2,2,758,0,3,1,904,904,11,194,4,3,12.12,1120,1120,1177,3407,1
18292,1,1,110,0,2,0,706,706,11,103,2,5,45.83,4032,4032,4032,495,1
18293,4,3,12373,1,1,2,1477,1477,8,241,6,4,46.34,3432,3433,3434,1095,0
18294,2,1,1240,0,2,1,154,1,5,189,2,2,30.00,2773,4344,2773,1754,1
18295,1,2,471,0,3,0,395,1,9,4375,4,5,31.25,2547,3220,2548,1980,1
18296,1,1,731,0,12,3,718,1,13,122,2,4,40.00,4002,4344,4025,525,1
18297,2,2,3773,2,1,4,5605,36048,4,22,4,2,40.00,584,2346,2346,3943,0
18298,2,1,2682,0,4,0,1167,1167,4,139,2,4,37.14,2961,3521,3521,1566,1
18299,2,1,144,0,2,2,3433,30642,7,187,2,1,24.14,3893,3987,3987,634,0
18300,1,3,47,0,4,1,13,13,16,185,6,2,28.30,3509,3509,3509,1018,1
18301,2,2,146,0,3,2,774,774,5,218,4,3,48.39,3047,3047,3047,1480,1
18302,1,2,64,0,1,-2,13,467261,3,78,4,2,24.24,4462,4462,4462,65,0
18303,2,2,4833,1,3,7,1203,1203,10,108,4,3,38.96,2399,2399,4024,2128,1
18304,4,2,2665,1,3,7,65,3684,10,67,4,2,32.00,2178,2178,2178,2349,1
18305,1,2,341,0,1,6,2015,74066,9,149,4,1,9.84,1815,1815,1815,2712,0
18306,1,1,162,0,2,0,13,13,13,303,2,3,25.26,2993,2994,2994,1534,1
18307,1,1,100,0,4,1,159,8381,7,271,2,2,37.04,2467,2467,2467,2060,0
18308,4,1,3239,0,9,6,2573,1,8,405,2,3,35.71,3207,3220,4200,1320,1
18309,3,1,143,0,5,2,3327,1,9,81,2,1,31.25,2376,3220,2485,2151,1
18310,2,1,7610,1,5,3,12374,12374,10,291,2,4,20.00,2716,2716,2716,1811,0
18311,1,1,186,0,2,1,1240,1240,15,404,2,2,19.05,2327,2327,2327,2200,1
18312,1,2,208,0,4,1,63,63,9,426,4,2,12.37,4385,4387,4387,142,1
18313,11,1,9251,5,4,23,1187,1187,4,19,2,3,23.33,783,783,784,3744,0
18314,1,1,113,0,1,0,13,28117,4,163,2,4,47.89,1788,1788,1788,2739,0
18315,4,1,987,1,5,8,36711,36711,14,497,2,5,40.65,2424,2424,2427,2103,0
18316,1,1,270,1,3,2,803,803,13,111,2,4,33.33,4024,4024,4024,503,1
18317,1,1,2301,0,6,0,95,95,18,148,2,4,20.48,2168,2168,2169,2359,1
18318,42,3,13904,6,13,29,5868,5868,9,475,6,4,33.01,2824,2824,2825,1703,0
18319,1,1,279,0,4,2,232,44258,5,276,2,5,12.50,2745,2745,2747,1780,0
18320,3,1,1174,0,1,2,97,4729,8,119,2,5,18.18,1996,1997,1997,2531,1
18321,1,1,115,0,2,1,1193,14345,3,282,2,4,21.82,2003,2732,2732,2524,0
18322,2,1,108,0,7,2,9870,243047,15,121,2,4,16.67,3906,3906,3906,621,0
18323,2,2,81,0,7,3,3537,3537,7,238,4,2,37.93,4283,4283,4283,244,1
18324,12,2,5499,1,2,6,593,20205,8,94,4,2,20.29,2068,2068,2855,2459,0
18325,1,2,5901,0,2,2,194,194,7,311,4,5,34.48,1785,1786,3431,2742,0
18326,5,3,2037,0,1,2,171,1,9,172,6,4,29.17,2527,4344,3826,2000,1
18327,1,1,1232,0,4,2,365,365,7,466,2,4,46.91,1734,1734,1734,2793,1
18328,1,1,367,0,4,3,207,207,16,353,2,3,12.17,3676,3676,3678,851,1
18329,1,1,315,0,2,1,145,145,8,859,2,4,33.33,2286,2286,2286,2241,1
18330,1,1,60,0,2,0,19,552,9,180,2,5,26.17,4452,4452,4453,75,1
18331,4,3,1764,0,1,1,108,108,9,467,6,5,30.65,2880,2884,3104,1647,1
18332,2,1,131,0,2,2,688,4187,12,139,2,3,11.36,4410,4412,4418,117,1
18333,2,1,4399,0,3,2,317,2642,5,89,2,2,20.00,3402,3402,3402,1125,1
18334,1,3,10230,0,3,4,5289,4999,6,112,6,5,27.40,1621,1622,1622,2906,0
18335,1,3,60,0,7,1,1727,3889,8,107,6,3,22.50,3855,3855,3855,672,1
18336,2,1,3848,0,1,2,29,472,7,59,2,2,46.81,1836,1836,1836,2691,1
18337,1,1,53,0,1,1,145,145,8,315,2,4,30.23,4460,4461,4461,67,1
18338,1,1,43,0,4,0,15,15,23,411,2,2,14.08,2739,2739,2739,1788,1
18339,4,1,1319,2,5,3,490,490,8,265,2,2,25.00,3853,3856,3856,674,1
18340,1,1,70,0,1,1,13,2340,5,242,2,2,35.09,4206,4206,4206,321,1
18341,9,5,60623,6,1,16,227,8419,4,155,10,2,26.42,1555,1555,4032,2972,0
18342,1,1,1533,0,3,1,159,9720,7,99,2,3,27.27,3394,3394,3395,1133,1
18343,4,1,201,1,3,5,224912,224912,12,174,2,2,20.25,3067,3067,3067,1460,0
18344,1,1,562,0,1,3,57,57,15,132,2,3,24.19,3968,3975,3975,559,1
18345,1,3,68,0,4,1,23,28346,8,33,6,2,24.24,3558,3558,3559,969,0
18346,1,1,484,0,2,4,187,127217,7,190,2,3,40.68,3584,3584,3584,943,0
18347,3,1,536,0,6,5,3352,3352,5,231,2,1,35.90,2369,2369,2369,2158,1
18348,1,3,47,0,2,1,610,610,26,162,6,3,29.63,4157,4157,4157,370,1
18349,21,5,13503,13,9,34,1028,1,5,153,10,3,28.57,2879,3220,4187,1648,0
18350,1,2,560,2,1,0,1433,1433,8,534,4,3,41.94,3107,3107,3107,1420,1
18351,1,2,287,1,2,1,3750,3750,6,201,4,3,33.85,2302,2302,2302,2225,1
18352,3,7,2520,0,4,2,677,853099,4,279,14,3,41.18,2074,2279,4497,2453,0
18353,3,6,314,1,5,8,899,9957,6,94,12,3,41.67,1939,1939,1940,2588,0
18354,1,4,1674,1,3,3,12519,238394,9,221,8,3,50.00,1998,2002,2002,2529,0
18355,4,2,709,0,2,2,283,283,5,147,4,2,25.53,2114,2114,2114,2413,1
18356,2,2,1160,1,18,3,1010,24188,4,221,4,3,58.97,1349,1349,1349,3178,0
18357,2,3,7474,2,2,3,747,1,8,168,6,3,35.62,1937,3220,1938,2590,1
18358,2,1,1553,0,2,2,23,23,3,581,2,4,47.73,3600,3600,3600,927,1
18359,4,1,803,0,2,9,6721,163358,11,136,2,4,41.12,2887,2887,2887,1640,0
18360,1,2,328,0,2,0,13,13,10,239,4,3,37.78,3458,3458,3458,1069,1
18361,1,1,120,0,3,2,1199,10832,4,393,2,5,29.41,4111,4111,4111,416,0
18362,5,3,5318,0,1,2,3058,21691,17,184,6,4,33.61,1306,1309,1529,3221,0
18363,1,3,84,0,2,2,75,9608,11,58,6,2,19.05,3816,3816,3816,711,0
18364,20,5,65816,2,4,1,2463,2463,2,472,10,2,52.63,2012,2313,3784,2515,0
18365,2,2,1479,0,5,2,1527,9160,8,53,4,4,59.62,3137,3494,3494,1390,0
18366,1,1,503,2,1,4,45,23017,26,141,2,2,18.84,3345,3345,3349,1182,0
18367,2,2,63,0,5,2,33,33,7,140,4,4,27.03,4197,4197,4197,330,1
18368,7,1,9186,7,1,20,1219,21656,10,610,2,4,31.68,1444,1570,2774,3083,0
18369,1,1,2905,0,9,3,13,5720,5,963,2,5,40.00,3688,3689,3689,839,1
18370,1,4,391,1,2,1,757,757,11,364,8,4,16.33,4305,4308,4315,222,1
18371,1,1,41,0,4,0,97,97,7,93,2,5,36.14,3922,3922,3922,605,1
18372,2,1,235,0,2,2,37,11592,10,597,2,4,29.27,3975,3976,3976,552,0
18373,3,2,223,0,3,1,5949,5949,15,111,4,3,19.23,2495,2495,2496,2032,1
18374,1,4,67,1,5,1,2191,2191,9,389,8,2,12.35,2079,2080,2080,2448,1
18375,1,1,1489,0,3,0,67,47022,16,194,2,4,21.14,3494,3494,3495,1033,0
18376,1,2,718,0,2,2,521,521,15,170,4,3,46.73,3719,4138,4138,808,1
18377,16,3,38403,11,3,20,2508,2508,6,157,6,4,50.00,1715,1715,4482,2812,0
18378,7,1,13085,0,1,13,763,10061,8,131,2,5,30.00,3147,3147,4083,1380,0
18379,3,1,431,0,2,1,785,785,3,262,2,1,42.86,1184,1392,1392,3343,1
18380,1,4,124,0,2,3,936,12850,5,126,8,3,40.62,2619,2619,2619,1908,0
18381,8,3,1891,1,3,2,20982,310694,3,253,6,2,59.57,1438,1438,1439,3089,0
18382,6,5,37222,2,2,13,99,77077,12,82,10,5,64.66,1260,1260,3009,3267,0
18383,96,7,183569,42,2,128,4152,4152,7,290,14,1,33.33,1612,1612,4380,2915,0
18384,11,2,9887,8,4,17,3129,3129,6,135,4,5,32.61,3295,3296,3579,1232,1
18385,2,2,67,0,6,4,3194,3194,21,198,4,4,31.21,3097,3097,3107,1430,1
18386,1,1,748,0,3,1,193,56842,13,154,2,4,23.53,4145,4145,4150,382,0
18387,1,2,117,0,1,3,4627,1,11,237,4,3,55.56,1592,3220,1592,2934,0
18388,2,1,222,0,1,0,33,15998,5,55,2,2,25.00,3252,3252,3252,1275,0
18389,32,3,61661,10,4,44,5425,173065,9,65,6,2,30.77,2046,2586,2877,322,0
18390,2,5,26506,1,1,9,81,18449,9,594,10,3,51.76,1535,1756,3075,2992,0
18391,2,2,759,1,10,2,634,11741,5,134,4,2,26.92,3350,3351,3838,1177,0
18392,1,1,67,1,3,0,45,623,12,121,2,1,13.16,3924,4062,4062,603,1
18393,1,2,279,2,3,3,4979,4979,14,504,4,5,15.58,3968,3968,3968,559,1
18394,24,3,9816,0,1,18,6777,92701,14,28,6,1,9.64,807,4334,4334,3720,0
18395,3,1,3071,1,1,7,855,1,11,1156,2,5,46.55,1550,3220,1554,2977,1
18396,1,1,49,0,2,1,87,1630,14,99,2,3,17.39,4410,4411,4411,117,1
18397,1,1,104,0,2,1,1040,1040,8,472,2,4,20.25,3937,3937,3937,590,1
18398,5,2,1838,2,2,4,129,129,9,174,4,4,33.01,1668,1668,1680,2859,1
18399,1,1,435,0,2,1,31,31,8,741,2,4,33.01,1897,1898,1898,2630,1
18400,2,1,3372,0,5,1,73,2730,5,315,2,5,29.33,2947,2947,2947,1580,1
18401,1,2,532,0,2,5,3418,5261,7,121,4,2,29.03,3418,3418,3418,1109,1
18402,3,1,690,0,26,0,256,256,12,318,2,2,34.48,2433,2433,2433,2094,1
18403,1,1,79,0,2,1,323,200986,11,71,2,4,41.18,1497,1497,1497,3030,0
18404,1,2,323,0,3,2,8177,8177,18,196,4,5,20.83,3509,3510,3510,1018,1
18405,2,1,1312,0,2,3,159,223344,7,52,2,2,32.14,3153,3153,3153,1374,0
18406,1,1,675,0,7,1,73,20658,11,214,2,5,34.90,3444,3444,3444,1083,0
18407,1,2,76,0,1,1,195,92701,16,236,4,5,30.22,3407,3407,3407,1120,0
18408,4,1,2370,1,4,4,878,3158,14,308,2,5,26.36,2028,4199,4199,2499,1
18409,3,2,659,1,3,6,70455,70455,11,87,4,3,35.00,1072,1906,1906,3455,0
18410,1,1,2049,1,1,4,69,69,2,40,2,4,47.62,1202,1202,1202,3325,1
18411,1,4,224,0,1,2,21832,853099,7,49,8,2,22.64,2385,2385,2385,2142,0
18412,1,1,52,0,2,5,9668,9668,13,102,2,1,9.68,4038,4038,4038,489,1
18413,2,3,771,0,9,1,119,7654,6,220,6,5,24.00,3850,3850,3850,677,1
18414,4,3,281,0,9,1,113,113,5,146,6,2,47.62,3423,3424,3424,1104,1
18415,28,15,2247,8,1,51,1831,91284,6,51,30,4,50.70,2812,2820,2822,1715,0
18416,4,3,38,0,8,2,423,423,8,255,6,2,38.10,3957,3957,3957,570,1
18417,4,5,1771,1,2,3,43,21206,11,223,10,3,29.55,2268,2268,2268,2259,0
18418,1,2,40,0,6,1,1559,9068,9,118,4,3,25.58,3781,3781,3781,746,0
18419,2,2,316,0,3,2,43,4168,9,185,4,4,14.12,4294,4296,4296,233,1
18420,3,3,8228,1,10,8,5414,41544,6,79,6,2,48.00,2026,2026,2026,2501,0
18421,2,1,379,0,11,1,125,125,9,107,2,3,33.80,3905,3906,3906,622,1
18422,1,1,52,0,6,0,35,35,16,128,2,2,9.26,3504,3504,3506,1023,1
18423,1,1,62,1,6,1,117,22541,6,619,2,5,28.92,4361,4361,4361,166,0
18424,69,6,38433,21,3,21,15073,5030,12,69,12,2,28.21,1136,4214,4499,3391,0
18425,1,2,45,0,2,1,50,92701,13,230,4,5,40.00,4155,4155,4155,372,0
18426,4,1,927,1,1,6,14735,14735,7,90,2,5,36.59,1372,1372,1372,3155,0
18427,1,2,1282,0,2,1,165,165,6,132,4,2,37.74,2823,2823,2823,1704,1
18428,146,13,125527,60,1,257,20468,5030,14,246,26,3,23.16,1329,4308,4308,3198,0
18429,1,1,448,0,5,1,21,21,8,796,2,2,28.57,3935,3935,3939,592,1
18430,3,2,169,0,2,0,131,131,7,307,4,4,16.67,4108,4114,4114,419,1
18431,5,2,794,0,5,3,21949,21949,3,119,4,4,47.46,1663,1663,1663,2864,0
18432,2,4,6127,1,2,0,334,9094,4,108,8,2,26.67,1750,1750,1751,2777,0
18433,4,1,460,0,2,3,83,83,6,369,2,4,30.77,3438,3438,3438,1089,1
18434,1,2,78,0,1,1,49,102,8,854,4,1,11.11,4491,4491,4492,36,1
18435,1,1,34,0,1,1,556,556,8,206,2,2,29.03,4087,4087,4087,440,1
18436,5,2,8555,2,2,4,75,75,6,178,4,3,45.65,605,605,605,3922,0
18437,7,1,640,5,12,4,1167,1167,13,121,2,5,21.31,3218,3244,3244,1309,1
18438,1,1,32,0,2,1,37,37,9,241,2,2,20.90,3872,3872,3872,655,1
18439,4,5,2597,0,6,3,205158,205158,19,34,10,3,31.75,910,910,910,3617,0
18440,1,1,782,0,2,1,231,694,10,70,2,4,20.00,1614,1614,1614,2913,1
18441,1,5,270,0,1,3,183,183,8,109,10,5,57.83,4240,4240,4242,287,1
18442,1,2,41,0,2,1,111,111,3,215,4,2,34.15,4239,4245,4245,288,1
18443,2,1,29,1,3,1,317,317,7,130,2,2,21.92,4070,4070,4070,457,1
18444,12,1,18773,5,1,36,737,737,5,122,2,4,22.50,1598,1598,2780,2929,0
18445,1,1,64,0,2,1,47,170061,16,83,2,1,12.20,3967,3967,3967,560,0
18446,1,3,226,0,2,1,559,559,14,138,6,1,7.41,3909,3909,3909,618,1
18447,1,1,166,0,2,5,820,243047,11,113,2,5,47.79,3979,3979,3979,548,0
18448,2,1,189,0,1,3,741,6283,5,90,2,5,46.00,2751,2751,4444,1776,1
18449,4,2,927,1,1,4,163,81687,11,181,4,3,39.18,2162,2162,2447,2365,0
18450,2,1,1024,2,1,4,111,3889,8,55,2,3,48.57,3962,3962,3962,565,1
18451,3,2,1971,1,4,0,287,287,10,315,4,4,21.51,1781,1781,1781,2746,1
18452,3,3,102,1,4,0,1603,46818,5,148,6,4,40.62,2047,2048,2048,2480,0
18453,1,2,111,0,5,3,11,11,4,275,4,2,27.27,2904,2904,2905,1623,1
18454,4,3,2685,1,2,4,90994,90994,8,86,6,4,41.98,267,267,267,4260,0
18455,8,1,1350,0,6,6,4741,4741,7,776,2,4,20.00,3349,3349,3351,1178,1
18456,1,2,110,0,5,2,404,404,4,72,4,3,39.29,2649,2649,2649,1878,1
18457,3,1,1123,0,2,1,53,9656,8,196,2,3,38.24,3570,3570,3571,957,1
18458,1,2,47,0,2,1,13,48928,10,166,4,3,19.18,3392,3392,3392,1135,0
18459,2,1,115,0,10,3,1700,1700,16,263,2,2,6.59,3860,3860,3860,667,1
18460,1,1,132,0,3,1,33,1278,9,87,2,5,42.72,4158,4158,4376,369,1
18461,1,1,41,0,2,2,47,47,6,120,2,5,40.00,3896,3896,3896,631,1
18462,1,3,899,0,2,1,23,23,12,461,6,4,28.26,2332,2333,2333,2195,1
18463,1,2,128,0,6,2,117,117,5,192,4,2,29.79,2060,2060,2060,2467,1
18464,3,5,2198,0,7,4,61,61,11,190,10,3,35.16,2770,2770,2770,1757,1
18465,7,1,987,0,1,5,2135,1,6,163,2,2,18.46,2404,4344,2404,2123,1
18466,6,6,257,0,1,9,2518,253682,7,102,12,3,56.67,1465,1465,1465,3062,0
18467,2,1,3290,1,3,1,3480,3480,6,116,2,2,24.00,1876,1876,1876,2651,0
18468,2,2,54,0,2,1,23,23,18,122,4,5,30.97,4092,4092,4092,435,1
18469,2,2,619,1,6,2,107,6223,10,113,4,5,51.79,2967,2967,2967,1560,1
18470,1,1,78,0,6,2,49,21769,13,79,2,5,38.76,3564,3564,3564,963,0
18471,5,1,75,0,2,4,171,170061,13,100,2,3,35.29,3830,3830,3830,697,0
18472,1,1,1462,0,2,1,293,293,11,284,2,3,17.50,3846,4403,4403,681,1
18473,4,2,6844,1,4,7,452,30151,11,220,4,3,19.35,3660,3660,3660,867,0
18474,9,4,602,1,5,16,10000,3924,3,263,8,3,50.00,1808,1808,1820,2719,0
18475,4,1,171,1,1,3,901,70,10,118,2,3,29.89,4141,4303,4303,386,1
18476,5,1,1281,2,7,7,337,1,10,66,2,3,34.88,1430,4344,1431,3097,1
18477,1,1,259,0,3,2,887,887,13,133,2,5,48.75,4023,4023,4496,504,1
18478,4,5,2569,2,6,3,1913,1913,9,203,10,3,48.48,2332,2332,2332,2195,1
18479,3,2,47,0,1,2,9382,170061,11,241,4,3,20.56,3862,3862,3862,665,0
18480,2,2,8910,0,1,2,25,8973,4,128,4,2,41.18,3512,3512,3754,1015,0
18481,1,2,928,0,12,2,3750,223819,16,47,4,3,40.00,3396,3396,3396,1131,0
18482,1,3,1057,0,1,1,331,29433,10,190,6,3,29.79,2768,2768,2771,1759,0
18483,3,2,126,1,2,3,105,105,8,82,4,3,20.29,3620,3647,3647,907,1
18484,2,1,1183,4,2,1,133,10712,5,1323,2,2,36.00,3087,3087,3783,1440,0
18485,25,4,41707,9,3,16,5706,23781,8,109,8,4,32.88,2348,3473,3918,2179,0
18486,1,1,154,0,2,0,492,492,10,61,2,5,25.60,4206,4208,4214,321,1
18487,7,3,6288,1,6,10,750,552,9,150,6,2,17.39,2170,2665,4217,2357,0
18488,6,5,1769,1,3,2,141,141,12,428,10,5,38.71,3350,3350,3360,1177,1
18489,2,2,98,0,1,1,23,103894,11,152,4,5,40.00,4040,4040,4040,487,0
18490,2,2,768,0,5,3,13959,73491,8,137,4,4,47.50,1223,1224,1224,3304,0
18491,3,1,605,0,8,0,187,853099,8,243,2,2,17.14,1570,1570,1570,2957,0
18492,1,1,4065,0,2,2,21,170061,9,92,2,5,51.16,3387,3387,3387,1140,0
18493,3,4,10631,0,4,4,542,1359,7,209,8,4,65.91,1799,2890,4196,2728,0
18494,1,2,265,0,5,0,67,67,9,39,4,5,27.37,4286,4286,4287,241,1
18495,1,1,42,0,5,1,23,23,9,178,2,3,22.54,4434,4434,4435,93,1
18496,1,2,879,0,8,4,5925,853099,11,205,4,3,43.37,1777,2367,2367,2750,0
18497,10,5,15815,4,5,14,904,904,5,108,10,4,30.00,434,3234,3234,4092,0
18498,3,5,951,2,1,9,1247,1247,11,53,10,3,36.36,418,418,418,4109,1
18499,1,1,283,0,2,0,899,11309,5,2017,2,5,14.29,3191,4424,4424,1336,1
18500,1,2,2429,0,1,3,1630,1630,6,254,4,5,34.15,3938,3938,3940,589,1
18501,1,1,24,0,1,1,55,55,8,204,2,2,36.92,4307,4307,4307,220,1
18502,1,1,106,0,2,2,2628,2628,7,159,2,2,27.69,4200,4201,4201,327,1
18503,5,3,9813,1,7,7,279,11286,4,196,6,3,43.14,2031,2603,2603,2496,0
18504,13,5,36596,1,3,8,1081,1081,6,196,10,3,18.18,1583,1583,4329,2944,0
18505,1,1,477,0,3,0,13,13,9,120,2,5,42.86,2816,2816,2829,1711,1
18506,2,1,926,1,2,0,23,1,9,134,2,2,17.28,2782,3220,3183,1745,1
18507,1,1,65,0,2,1,1392,1392,4,440,2,5,35.44,2754,2754,2754,1773,1
18508,1,3,80,0,7,0,15,621,5,346,6,3,28.57,4208,4208,4208,319,1
18509,5,3,452,0,1,6,1915,295868,6,30,6,3,50.75,1722,1722,1722,2805,0
18510,3,1,221,0,2,3,11455,1,14,491,2,5,37.31,3067,3220,3067,1460,0
18511,2,2,9101,0,3,6,357,6308,8,74,4,4,49.44,2661,2661,2960,1866,0
18512,1,1,44,0,6,1,73,73,11,105,2,3,31.11,4361,4361,4361,166,1
18513,2,1,1821,1,7,2,8449,8449,10,192,2,3,25.58,4193,4193,4193,334,1
18514,2,1,540,0,4,2,459,459,6,161,2,2,20.34,3872,3872,3872,655,1
18515,3,3,10103,6,9,2,982,1,6,431,6,3,31.75,2453,3220,4412,2074,0
18516,1,3,118,0,7,0,13,13,13,446,6,3,28.07,4368,4375,4382,159,1
18517,1,2,1428,0,8,5,977,977,11,62,4,3,50.00,1544,1544,1544,2983,1
18518,1,1,253,0,1,1,2924,2924,5,209,2,2,37.50,1774,1774,1774,2753,1
18519,3,1,721,2,5,2,300,22624,6,298,2,5,16.00,4104,4104,4104,423,0
18520,1,3,117,0,1,2,764,764,10,182,6,1,14.55,1627,1627,1627,2900,1
18521,2,1,77,0,8,2,117,117,10,247,2,5,25.69,3845,3845,3845,682,1
18522,3,2,403,0,2,1,2573,5055,8,184,4,3,35.48,2529,2529,2529,1998,1
18523,16,2,2652,3,4,7,10565,72739,7,197,4,5,31.68,1553,2396,4229,2974,0
18524,1,2,195,0,1,3,6108,243047,10,186,4,4,6.67,3486,3486,3486,1041,0
18525,2,1,136,0,2,2,43,43,14,185,2,2,21.36,4139,4139,4139,388,1
18526,3,1,2272,2,4,7,103,908,14,431,2,3,27.42,3053,3053,3055,1474,1
18527,1,2,260,0,7,0,4992,4992,8,617,4,5,22.92,2259,2260,2266,2268,0
18528,2,1,1204,0,2,3,6281,6281,7,120,2,5,17.20,2108,2108,2336,2419,0
18529,6,2,3282,1,19,5,25718,25718,7,120,4,3,18.18,1942,1942,2225,2585,0
18530,1,1,41,0,1,6,405,91409,10,66,2,3,44.12,2334,2334,2334,2193,0
18531,3,2,1392,0,3,3,741,1,11,145,4,5,45.71,2271,3220,2411,2256,1
18532,11,4,3625,4,1,6,10394,2125,5,152,8,4,58.62,897,2900,2900,3630,0
18533,2,2,55,0,2,3,123,123,15,118,4,2,33.33,3185,3185,3185,1342,1
18534,2,1,33,0,4,2,53,53,7,233,2,4,43.14,4511,4512,4512,16,1
18535,6,3,4067,4,12,7,65,3446,7,160,6,5,34.48,2670,3669,3669,1857,1
18536,2,1,85,0,4,2,57,17518,9,298,2,2,21.05,3199,3200,3200,1328,0
18537,2,2,890,2,3,3,6643,22560,16,183,4,5,16.42,3454,3925,4041,1073,1
18538,2,2,412,1,5,2,163160,163160,14,300,4,4,29.27,3521,3521,3523,1006,0
18539,1,6,108,1,1,1,1903,1903,12,143,12,5,40.00,3484,3485,3485,1043,1
18540,7,3,23251,6,6,16,10639,10639,10,89,6,3,25.64,1473,1473,1474,3054,0
18541,2,1,58,1,5,2,23,23,9,462,2,2,17.28,3873,3873,3873,654,1
18542,1,2,169,0,5,4,333,333,8,761,4,5,13.33,4239,4239,4239,288,1
18543,3,2,1631,1,3,4,3213,17851,10,185,4,5,36.00,2718,2718,2718,1809,0
18544,3,2,2410,1,8,6,627,88413,10,91,4,5,30.51,2941,2944,2944,1586,0
18545,1,1,7456,0,3,1,26396,1,19,244,2,4,14.49,1794,3220,1794,2733,0
18546,1,1,1153,0,2,4,347,347,8,293,2,4,29.09,2592,2592,2592,1935,1
18547,1,1,55,1,2,3,748,748,9,165,2,2,39.02,4130,4130,4130,397,1
18548,1,1,65,0,11,1,84,84,5,280,2,2,30.19,4180,4180,4180,347,1
18549,7,4,321,0,1,11,227,3667,16,80,8,3,23.64,2775,2795,2795,1752,1
18550,2,2,117,0,2,6,459,459,14,239,4,5,40.74,2885,2885,2885,1642,1
18551,1,3,128,0,12,2,177,177,13,118,6,2,25.81,3457,3457,3457,1070,1
18552,1,2,2400,0,1,1,15,15,8,123,4,3,15.00,1770,1770,1770,2757,1
18553,2,3,92,0,1,2,47,6142,4,226,6,3,30.77,3663,3665,3666,864,1
18554,2,1,10042,0,3,4,1487,689,8,82,2,3,23.68,1592,3143,3143,2935,0
18555,11,1,4284,6,7,15,525,32762,5,262,2,5,27.72,1737,1748,1748,2790,0
18556,2,1,412,0,6,2,5385,251775,8,186,2,3,31.25,814,814,814,3713,0
18557,1,2,3055,0,3,3,181,6946,15,335,4,3,12.50,2130,2130,3162,2397,1
18558,1,4,3683,0,4,6,7154,187805,6,54,8,1,26.67,2402,2402,2402,2125,0
18559,3,1,613,0,5,3,6658,1,5,191,2,2,30.19,553,3220,553,3974,0
18560,13,5,1085,3,6,7,7779,5571,13,247,10,2,22.99,4255,4321,4322,272,1
18561,4,1,175,1,2,2,6008,5652,7,182,2,2,27.78,3322,3328,3804,1205,1
18562,1,2,303,0,2,1,6272,6272,5,172,4,5,42.11,2074,2074,2075,2453,0
18563,4,2,11577,5,4,4,377,377,16,57,4,4,25.68,3203,3204,3204,1324,0
18564,2,4,130,0,3,5,4848,2324,6,103,8,3,50.00,1967,1968,1968,2560,0
18565,901,19,709525,118,2,1446,11643,5030,11,46,38,2,18.75,113,4073,4477,4414,0
